01.MHAa42e1.seq	WC9.14
D9Mit210	WC9.21
D9Mit213	WC9.40
D9Mit214	WC9.41
D9Mit217	WC9.1
D9Mit218	WC9.1
D9Mit221	WC9.7
D9Mit223	WC9.7
D9Mit224	WC9.11
D9Mit227	WC9.12
D9Mit23	WC9.15
D9Mit230	WC9.15
D9Mit231	WC9.16
D9Mit232.1	WC9.16
D9Mit233.1	WC9.20
D9Mit234	WC9.19
D9Mit235	WC9.23
D9Mit236	WC9.27
D9Mit237	WC9.26
D9Mit24	WC9.35
D9Mit242	WC9.35
D9Mit243.2	WC9.40
D9Mit245	WC9.18
D9Mit247	WC9.11
D9Mit248	WC9.16
D9Mit250	WC9.1
D9Mit251	WC9.2
D9Mit252	WC9.11
D9Mit253	WC9.12
D9Mit256	WC9.15
D9Mit257	WC9.15
D9Mit258	WC9.15
D9Mit259	WC9.21
D9Mit260	WC9.21
D9Mit261	WC9.24
D9Mit262	WC9.23
D9Mit263	WC9.23
D9Mit265	WC9.26
D9Mit266	WC9.24
D9Mit268.2	WC9.25
D9Mit269	WC9.28
D9Mit27	WC9.15
D9Mit271.1	WC9.28
D9Mit272	WC9.30
D9Mit273.2	WC9.30
D9Mit274	WC9.31
D9Mit275	WC9.33
D9Mit277	WC9.39
D9Mit278.2	WC9.37
D9Mit28	WC9.16
D9Mit285	WC9.12
D9Mit286	WC9.12
D9Mit288	WC9.15
D9Mit289	WC9.21
D9Mit290	WC9.32
D9Mit291	WC9.28
D9Mit292	WC9.39
D9Mit294.1	WC9.5
D9Mit297	WC9.10
D9Mit298	WC9.15
D9Mit299	WC9.15
D9Mit300	WC9.16
D9Mit301	WC9.16
D9Mit303	WC9.20
D9Mit304	WC9.21
D9Mit305.2	WC9.23
D9Mit307	WC9.26
D9Mit308	WC9.32
D9Mit309	WC9.38
D9Mit31	WC9.18
D9Mit310	WC9.36
D9Mit312	WC9.16
D9Mit315	WC9.15
D9Mit323	WC9.6
D9Mit325	WC9.10
D9Mit328	WC9.13
D9Mit329	WC9.14
D9Mit33	WC9.33
D9Mit330	WC9.15
D9Mit331	WC9.15
D9Mit332	WC9.15
D9Mit334	WC9.16
D9Mit335	WC9.16
D9Mit336	WC9.20
D9Mit338	WC9.18
D9Mit340	WC9.22
D9Mit341	WC9.22
D9Mit342	WC9.23
D9Mit343	WC9.27
D9Mit344	WC9.29
D9Mit345	WC9.33
D9Mit346	WC9.34
D9Mit348.3	WC9.39
D9Mit350	WC9.38
D9Mit351.2	WC9.44
D9Mit353	WC9.20
D9Mit354	WC9.24
D9Mit355	WC9.33
D9Mit358	WC9.35
D9Mit359	WC9.37
D9Mit36	WC9.34
D9Mit361	WC9.6
D9Mit362	WC9.20
D9Mit37	WC9.39
D9Mit38	WC9.38
D9Mit42	WC9.8
D9Mit43	WC9.2
D9Mit46	WC9.15
D9Mit47	WC9.18
D9Mit48	WC9.16
D9Mit49	WC9.18
D9Mit50	WC9.29
D9Mit51	WC9.37
D9Mit52	WC9.44
D9Mit54	WC9.21
D9Mit56	WC9.42
D9Mit57	WC9.1
D9Mit58	WC9.3
D9Mit6	WC9.16
D9Mit60	WC9.3
D9Mit61	WC9.3
D9Mit66	WC9.10
D9Mit67	WC9.11
D9Mit69	WC9.15
D9Mit71	WC9.15
D9Mit72	WC9.17
D9Mit73	WC9.21
D9Mit74	WC9.25
D9Mit75	WC9.21
D9Mit78	WC9.36
D9Mit79	WC9.37
D9Mit8	WC9.24
D9Mit82	WC9.43
D9Mit83	WC9.5
D9Mit84	WC9.3
D9Mit85	WC9.4
D9Mit90	WC9.9
D9Mit91	WC9.11
D9Mit93	WC9.15
D9Mit94	WC9.15
D9Mit95	WC9.15
D9Mit97	WC9.15
D9Mit98	WC9.15
D9Mit99	WC9.15
DXMit10	WCX.38
DXMit101	WCX.3
DXMit103	WCX.5
DXMit11	WCX.38
DXMit110	WCX.19
DXMit113	WCX.25
DXMit118	WCX.34
DXMit119	WCX.19
DXMit12	WCX.42
DXMit120	WCX.19
DXMit122	WCX.41
DXMit123	WCX.1
DXMit124	WCX.4
DXMit125	WCX.9
DXMit126	WCX.16
DXMit127	WCX.18
DXMit128	WCX.24
DXMit129	WCX.32
DXMit13.1	WCX.34
DXMit130	WCX.32
DXMit133	WCX.39
DXMit134	WCX.37
DXMit136	WCX.4
DXMit137	WCX.7
DXMit138	WCX.8
DXMit139	WCX.6
DXMit142	WCX.19
DXMit143	WCX.19
DXMit144	WCX.18
DXMit145.1	WCX.21
DXMit148	WCX.27
DXMit150	WCX.31
DXMit151	WCX.32
DXMit152	WCX.37
DXMit153	WCX.38
DXMit158	WCX.27
DXMit159	WCX.17
DXMit16	WCX.26
DXMit161	WCX.4
DXMit162	WCX.5
DXMit165	WCX.11
DXMit166	WCX.13
DXMit168	WCX.27
DXMit17	WCX.27
DXMit171	WCX.27
DXMit172	WCX.30
DXMit173	WCX.31
DXMit174	WCX.32
DXMit175	WCX.33
DXMit176	WCX.21
DXMit178	WCX.36
DXMit179	WCX.40
DXMit18	WCX.27
DXMit180.2	WCX.35
DXMit181	WCX.34
DXMit183	WCX.42
DXMit184.1	WCX.43
DXMit186	WCX.42
DXMit187	WCX.6
DXMit191	WCX.9
DXMit192	WCX.14
DXMit194	WCX.19
DXMit203	WCX.3
DXMit205.2	WCX.5
DXMit206	WCX.5
DXMit207	WCX.7
DXMit208	WCX.15
DXMit21	WCX.41
DXMit213	WCX.28
DXMit216	WCX.34
DXMit217	WCX.38
DXMit218	WCX.38
DXMit222	WCX.42
DXMit223	WCX.43
DXMit225.2	WCX.14
DXMit229	WCX.27
DXMit23	WCX.17
DXMit230	WCX.27
DXMit231	WCX.31
DXMit232	WCX.31
DXMit233	WCX.32
DXMit234	WCX.34
DXMit236	WCX.41
DXMit237	WCX.30
DXMit238	WCX.10
DXMit240	WCX.34
DXMit241	WCX.11
DXMit25	WCX.19
DXMit26	WCX.2
DXMit27	WCX.5
DXMit28	WCX.40
DXMit29	WCX.43
DXMit3	WCX.32
DXMit30	WCX.43
DXMit31	WCX.41
DXMit33	WCX.40
DXMit34	WCX.37
DXMit35	WCX.34
DXMit36	WCX.37
DXMit37	WCX.32
DXMit38	WCX.32
DXMit40	WCX.27
DXMit41	WCX.27
DXMit46	WCX.18
DXMit48	WCX.12
DXMit49	WCX.11
DXMit50	WCX.8
DXMit52	WCX.6
DXMit54	WCX.5
DXMit55	WCX.2
DXMit56	WCX.8
DXMit58	WCX.32
DXMit6	WCX.24
DXMit60	WCX.22
DXMit61	WCX.20
DXMit62	WCX.24
DXMit63	WCX.24
DXMit65	WCX.29
DXMit66	WCX.32
DXMit68	WCX.17
DXMit69	WCX.32
DXMit71.1	WCX.43
DXMit72	WCX.7
DXMit73	WCX.16
DXMit75	WCX.15
DXMit77	WCX.20
DXMit78	WCX.23
DXMit79	WCX.31
DXMit80	WCX.36
DXMit81	WCX.10
DXMit82	WCX.12
DXMit83	WCX.14
DXMit84	WCX.29
DXMit87	WCX.18
DXMit9	WCX.32
DXMit90	WCX.9
DXMit91	WCX.17
DXMit94	WCX.19
DXMit95	WCX.27
DXMit96	WCX.26
DXMit98	WCX.39
J00376	WC17.7
J00380	WC1.21
J03023	WC2.59
J03168	WC8.14
J03297	WC2.9
J03962	WC2.34
J04064	WC17.20
J04698	WC11.22
J04766	WC17.2
J05118	WC3.4
J05479	WC3.44
K01207	WC17.9
K01347	WC11.34
K03233	WC11.16
L02526	WC9.18
L03547	WC11.5
L04262	WC18.19
L06444	WC11.16
L06451	WC2.61
L08061	WCX.27
L08266	WC13.19
L08407	WC19.19
L08757	WC6.17
L10106	WC10.11
L10385	WC2.49
L10409	WC2.58
L11316	WC3.6
L12687	WC11.34
L17069	WC9.15
L17324	WC13.5
L18868	WC6.12
L23423	WC10.47
L23637	WC1.24
L23754	WC4.1
L23801	WC5.37
L23971	WCX.19
L24118	WC12.35
L25125	WC8.41
L25126	WCX.6
L26316	WC13.28
L26343	WC6.39
L26479	WC2.70
L27439	WC16.23
L27595	WC12.32
L28116	WC17.5
L29006	WC8.12
L29468	WC12.18
L31397	WC2.14
L31959	WC14.19
L32372	WC3.23
L32973	WC12.8
L33412	WC17.9
L33789	WC5.31
L34169	WC16.8
L35029	WC11.37
L35261	WC1.2
L36179	WC2.27
L37871	WC6.14
L38281	WC14.35
L38422	WC7.7
L38698	WC4.31
L38847	WC8.2
L39770	WC1.28
L40406	WC5.48
L41352	WC5.33
L49433	WC9.1
M10021	WC9.16
M12572	WC17.9
M13963	WC9.37
M14506	WC14.18
M14805	WC3.32
M15131	WC2.49
M15177	WC19.2
M15525	WC12.11
M16358	WC4.22
M16362	WCX.27
M18208	WC11.34
M18480	WC3.45
M20658	WC1.13
M20823	WC10.45
M21050	WC10.45
M21285	WC19.17
M21734	WC15.30
M21828	WC7.16
M21856	WC7.10
M21952	WC3.34
M22115	WC6.17
M22602	WC17.2
M22605	WC6.14
M22959	WC15.3
M23236	WC6.41
M23453	WC3.21
M23501	WC11.28
M23529	WC8.24
M23568	WC5.29
M24086	WC1.27
M24496	WC11.2
M24560	WC7.30
M24843	WC1.13
M25487	WC12.26
M25513	WC9.37
M25773	WC15.37
M26270	WC19.17
M29475	WC2.38
M33960	WC5.51
M37335	WCX.32
M37823	WC5.35
M55637	WC17.9
M55669	WC2.55
M57401	WC14.19
M57966	WC5.44
M58589	WC13.23
M59764	WC4.38
M60493	WC6.7
M60510	WC11.36
M61215	WC18.24
M62362	WC7.12
M62374	WC11.12
M62418	WC5.51
M62553	WC7.44
M63503	WC7.45
M63554	WC3.1
M63649	WC12.12
M63961	WC3.46
M64279	WC2.7
M64849	WC15.33
M65034	WC3.41
M68902	WC6.38
M72414	WC9.39
M73696	WC2.49
M73759	WC14.19
M74570	WC19.5
M80251	WC8.5
M80360	WC13.28
M80456	WC17.9
M80481	WC9.3
M80631	WC19.3
M80909	WC15.37
M81086	WC4.15
M81445	WC14.19
M81475	WC14.23
M83336	WC13.34
M83985	WC9.28
M84373	WC11.26
M84607	WC5.27
M84742	WC5.24
M84746	WC11.9
M86829	WC5.32
M87276	WC2.44
M89800	WC1.24
M90388	WC3.33
M91443	WC4.46
M92416	WC6.39
M93422	WC15.37
M94351	WC16.8
M94384	WC15.18
M94450	WC11.34
M95514	WC17.9
M95545	WC15.37
M95599	WC6.17
M96823	WC7.14
M97516	WC5.11
MDB0128	WC11.34
MDB0137	WC9.44
MDB0141	WC5.53
MDB0199	WC15.9
MDB0208	WC9.31
MDB0213	WC15.37
MDB0332	WC14.10
MDB0358	WC3.34
MDB0405	WC2.5
MDB0432	WC9.16
MDB0447	WC10.29
MDB0490	WC11.37
MDB0491	WC3.18
MDB0504	WC11.6
MDB0506	WC14.19
MDB0514	WC14.22
MDB0529	WC11.17
MDB0556	WC9.8
MDB0562	WC3.38
MDB0586	WC16.5
MDB0589	WC8.14
MDB0652	WC11.34
MDB0659	WC18.26
MDB0699	WC13.31
MDB0733	WC7.39
MDB0759	WC15.31
MDB0789	WC4.48
MDB0795	WC1.47
MDB0799	WC9.43
MDB0809	WCX.2
MDB0859	WC13.21
MDB0916	WC12.36
MDB0962	WC2.45
MDB1006	WC15.30
MDB1032	WC9.21
MDB1071	WC6.5
MDB1083	WC4.52
MDB1088	WC8.41
MDB1111	WC7.37
MDB1127	WC15.20
MDB1128	WC9.16
MDB1153	WC11.29
MDB1165	WC12.33
MDB1320	WC8.41
MDB1324	WC7.45
MDB1356	WC2.50
MDB1369	WC5.10
MDB1396	WCX.38
MDB1432	WC9.37
MDB1448	WC18.7
MHAa13b4.seq	WC13.13
MHAa13b9.seq	WC10.12
MHAa15b12.seq	WC4.52
MHAa15b9.seq	WC12.34
MHAa15c8.seq	WC14.41
MHAa15d7.seq	WC5.23
MHAa15g12.seq	WC2.43
MHAa15g7.seq	WCX.31
MHAa15h4.seq	WC17.10
MHAa20b4.seq	WC2.40
MHAa20b6.seq	WC1.66
MHAa20b7.seq	WC1.30
MHAa20d2.seq	WC7.12
MHAa20d6.seq	WC9.21
MHAa21a10.seq	WC1.59
MHAa21a5.seq	WC1.39
MHAa21b11.seq	WC19.6
MHAa21b12.seq	WC13.10
MHAa21b2.seq	WC12.18
MHAa21b3.seq	WC3.18
MHAa21b4.seq	WC13.7
MHAa21b5.seq	WC6.27
MHAa21c1.seq	WC1.60
MHAa21c11.seq	WC16.31
MHAa21c2.seq	WC12.25
MHAa21c3.seq	WC1.25
MHAa21c4.seq	WC1.13
MHAa21c8.seq	WC2.24
MHAa21d10.seq	WC10.6
MHAa21d4.seq	WC9.10
MHAa21d5.seq	WCX.19
MHAa21d8.seq	WC19.14
MHAa22e11.seq	WC15.8
MHAa22e3.seq	WC9.10
MHAa22e6.seq	WC13.35
MHAa22e7.seq	WC13.28
MHAa22e8.seq	WC2.14
MHAa22f11.seq	WC10.3
MHAa22f12.seq	WC16.8
MHAa22g12.seq	WC18.5
MHAa22g2.seq	WC2.32
MHAa22h12.seq	WC17.16
MHAa27a6.seq	WC1.29
MHAa27a7.seq	WC16.6
MHAa27b4.seq	WC6.16
MHAa27b6.seq	WC1.56
MHAa27d4.seq	WC13.28
MHAa28c1.seq	WC4.26
MHAa28c3.seq	WC4.31
MHAa28f10.seq	WC1.26
MHAa28f6.seq	WC16.19
MHAa28g3.seq	WC1.26
MHAa28g5.seq	WCX.32
MHAa28g7.seq	WC8.2
MHAa28h1.seq	WC17.1
MHAa28h6.seq	WC10.17
MHAa28h8.seq	WC15.17
MHAa28h9.seq	WC8.13
MHAa29a5.seq	WC5.19
MHAa29a8.seq	WC16.30
MHAa29b8.seq	WC7.4
MHAa29c4.seq	WC2.62
MHAa29c6.seq	WC17.14
MHAa29c8.seq	WC18.8
MHAa30e3.seq	WC18.20
MHAa30e9.seq	WC16.30
MHAa30f10.seq	WC18.24
MHAa30f3.seq	WC11.11
MHAa30f6.seq	WC11.1
MHAa30f7.seq	WC18.13
MHAa30g11.seq	WC7.25
MHAa30g12.seq	WC11.8
MHAa30g3.seq	WC6.12
MHAa30g5.seq	WC9.33
MHAa30g9.seq	WC16.25
MHAa31b4.seq	WC4.32
MHAa31c11.seq	WC1.33
MHAa31c12.seq	WC3.28
MHAa31c5.seq	WC10.24
MHAa31c8.seq	WC18.22
MHAa31d5.seq	WC17.26
MHAa32b10.seq	WC8.26
MHAa32d3.seq	WC1.62
MHAa32e8.seq	WC12.2
MHAa33c6.seq	WC19.20
MHAa34e1.seq	WC2.51
MHAa34e9.seq	WC6.19
MHAa34f3.seq	WC17.6
MHAa34f7.seq	WC6.39
MHAa34f8.seq	WC3.6
MHAa34f9.seq	WC12.3
MHAa34g12.seq	WC13.22
MHAa34g7.seq	WC10.6
MHAa34h10.seq	WC7.42
MHAa34h6.seq	WC16.13
MHAa35a10.seq	WC17.2
MHAa35a11.seq	WC4.25
MHAa35a5.seq	WC14.26
MHAa35b4.seq	WC13.17
MHAa35b5.seq	WC3.20
MHAa35b6.seq	WC14.8
MHAa35b7.seq	WCX.7
MHAa35c5.seq	WC3.30
MHAa35c7.seq	WC5.34
MHAa35c8.seq	WC9.15
MHAa38c10.seq	WC2.40
MHAa38c3.seq	WC9.24
MHAa38c4.seq	WC4.14
MHAa38c6.seq	WC4.11
MHAa38d11.seq	WC1.31
MHAa38d12.seq	WC13.11
MHAa38d3.seq	WC10.28
MHAa38d5.seq	WC5.33
MHAa38e10.seq	WC16.22
MHAa38e3.seq	WC2.16
MHAa38e5.seq	WCX.22
MHAa38e6.seq	WC15.2
MHAa42c8.seq	WCX.35
MHAa43g3.seq	WC4.32
MHAa43h6.seq	WC10.37
MHAa43h8.seq	WC6.30
MHAa43h9.seq	WC11.39
MHAa47e10.seq	WC1.56
MHAa47f5.seq	WCX.34
MHAa52a5.seq	WC6.47
MHAa52b4.seq	WC6.3
MHAa52b7.seq	WC9.27
MHAa52b9.seq	WC1.5
MHAa52c10.seq	WC5.24
MHAa52c11.seq	WC14.38
MHAa52c2.seq	WC5.19
MHAa52d1.seq	WC5.19
MHAa52d10.seq	WC17.11
MHAa52d5.seq	WC3.24
MHAa52d8.seq	WC16.31
MHAa53a12.seq	WC2.42
MHAa53b12.seq	WC13.12
MHAa53b3.seq	WC12.21
MHAa53c6.seq	WC10.41
MHAa53d7.seq	WC18.24
MHAa53f8.seq	WC2.50
MHAa53g10.seq	WC1.69
MHAa53g3.seq	WC3.34
MHAa53g6.seq	WCX.16
MHAa54a2.seq	WC16.8
MHAa54a5.seq	WC12.20
MHAa54a7.seq	WC4.31
MHAa54a9.seq	WC5.10
MHAa54b1.seq	WC4.23
MHAa54b6.seq	WC15.8
MHAa54b7.seq	WC2.64
MHAa54b9.seq	WCX.32
MHAa54c10.seq	WCX.19
MHAa54c12.seq	WC13.24
MHAa54c2.seq	WC16.33
MHAa54c9.seq	WC6.30
MHAa54d3.seq	WC2.42
MHAa54d6.seq	WC15.30
MHAa54e12.seq	WC4.22
MHAa54e6.seq	WC7.43
MHAa54e7.seq	WC8.2
MHAa54e9.seq	WC7.19
MHAa54f5.seq	WC2.35
MHAa54f9.seq	WC1.44
MHAa54g11.seq	WC1.67
MHAa54g5.seq	WC4.35
MHAa54h10.seq	WC7.33
MHAa54h11.seq	WC5.52
MHAa54h2.seq	WC18.13
MHAa54h4.seq	WC16.28
MHAa54h5.seq	WC9.27
MHAa54h7.seq	WC16.9
MHAa56c10.seq	WCX.38
MHAa59b10.seq	WC13.22
MHAa59d11.seq	WC1.38
MHAa59e4.seq	WCX.34
MHAa59e6.seq	WC9.16
MHAa59f10.seq	WC16.23
MHAa59f11.seq	WC17.27
MHAa59g10.seq	WC5.24
MHAa59g5.seq	WC1.24
MHAa59g8.seq	WC2.61
MHAa59g9.seq	WC2.28
MHAa59h6.seq	WC2.46
MHAa61a3.seq	WC6.29
MHAa61a6.seq	WC9.1
MHAa61d12.seq	WC2.14
MHAa61d9.seq	WC5.18
MHAa64a1.seq	WC3.22
MHAa64a12.seq	WC8.24
MHAa64a4.seq	WC2.52
MHAa64a5.seq	WC4.29
MHAa64b12.seq	WC1.24
MHAa64b8.seq	WC5.52
MHAa64d11.seq	WC17.25
MHAa64d3.seq	WC9.4
MHAa66f11.seq	WC17.14
MHAa66f3.seq	WC4.4
MHAa67a10.seq	WC2.3
MHAa67a12.seq	WC6.9
MHAa67a4.seq	WC19.19
MHAa67a6.seq	WC7.19
MHAa67b10.seq	WC18.13
MHAa67b12.seq	WC2.32
MHAa67b4.seq	WC11.8
MHAa67b5.seq	WC3.46
MHAa67c10.seq	WC11.16
MHAa67c11.seq	WC11.23
MHAa67c4.seq	WC8.12
MHAa67c5.seq	WC2.46
MHAa67c6.seq	WC6.28
MHAa67c8.seq	WC15.12
MHAa67d12.seq	WC10.34
MHAa67d2.seq	WC6.28
MHAa67d6.seq	WC16.25
MHAa67e1.seq	WC9.15
MHAa67e10.seq	WC1.42
MHAa67e8.seq	WC15.25
MHAa67f2.seq	WC16.11
MHAa67f8.seq	WC18.19
MHAa67g1.seq	WC14.36
MHAa67g10.seq	WC10.46
MHAa67g8.seq	WC11.30
MHAa67g9.seq	WC11.29
MHAa67h10.seq	WC8.13
MHAa67h12.seq	WC13.13
MHAa67h3.seq	WC2.28
MHAa67h4.seq	WC12.18
MHAa70e1.seq	WC18.24
MHAa70e10.seq	WC10.25
MHAa70e2.seq	WC8.42
MHAa70e4.seq	WC15.19
MHAa70f1.seq	WC5.29
MHAa70f9.seq	WC10.8
MHAa70g1.seq	WC6.35
MHAa70g10.seq	WC14.32
MHAa70g4.seq	WC2.8
MHAa70g6.seq	WC9.24
MHAa70h11.seq	WC7.35
MHAa70h12.seq	WC1.24
MHAa70h3.seq	WC3.11
MHAa70h6.seq	WC5.18
MHAa70h7.seq	WC17.1
MHAa74a1.seq	WC13.18
MHAa74a4.seq	WC1.2
MHAa74a6.seq	WC18.24
MHAa74d8.seq	WC11.22
MHAa74e3.seq	WC18.2
MHAa74f11.seq	WC10.22
MHAa74g4.seq	WC1.42
MHAa74g5.seq	WC6.7
MHAa74g7.seq	WC13.4
MHAa74h12.seq	WC8.24
MHAa75e5.seq	WC18.27
MHAa75f2.seq	WC2.64
MHAa75f5.seq	WC12.20
MHAa75g1.seq	WC16.27
MHAa75g2.seq	WC6.10
MHAa78a4.seq	WC1.63
MHAa78b10.seq	WC18.26
MHAa78b11.seq	WC11.12
MHAa78b5.seq	WC1.68
MHAa78b7.seq	WC2.4
MHAa78b9.seq	WC1.44
MHAa78c2.seq	WC7.10
MHAa78c7.seq	WC9.25
MHAa78d7.seq	WC14.19
MHAa78e1.seq	WC4.33
MHAa78e2.seq	WC8.41
MHAa78e6.seq	WC1.11
MHAa78f2.seq	WC6.45
MHAa78f5.seq	WC14.29
MHAa78g12.seq	WC7.35
MHAa78g4.seq	WC2.4
MHAa78g8.seq	WC19.5
MHAa78h12.seq	WC6.31
MHAa78h4.seq	WC15.14
MHAa7a1.seq	WC11.9
MHAa7a4.seq	WC16.1
MHAa7b12.seq	WC3.35
MHAa7b3.seq	WC18.18
MHAa7b6.seq	WC6.2
MHAa7b7.seq	WC8.27
MHAa7c1.seq	WC1.9
MHAa7c12.seq	WC13.6
MHAa7c2.seq	WC14.4
MHAa7c5.seq	WC12.26
MHAa7c9.seq	WCX.25
MHAa7d3.seq	WC5.1
MHAa7d9.seq	WC2.5
MHAa81e1.seq	WC14.35
MHAa81e11.seq	WC3.35
MHAa81e12.seq	WC13.4
MHAa81e3.seq	WC2.58
MHAa81e5.seq	WCX.37
MHAa81f4.seq	WC19.21
MHAa81f9.seq	WCX.18
MHAa81g3.seq	WC11.34
MHAa81g8.seq	WC4.31
MHAa81g9.seq	WC2.50
MHAa81h11.seq	WC1.22
MHAa81h6.seq	WC18.17
MHAa82a4.seq	WC12.8
MHAa82a7.seq	WC17.24
MHAa82a9.seq	WC6.7
MHAa82b4.seq	WC4.5
MHAa82c5.seq	WC10.3
MHAa82d1.seq	WC11.31
MHAa82d4.seq	WC3.46
MHAa82d7.seq	WC5.18
MHAa83a1.seq	WC16.32
MHAa83b7.seq	WC5.4
MHAa83b9.seq	WC13.17
MHAa83d11.seq	WC2.43
MHAa83d5.seq	WC15.30
MHAa83d8.seq	WC15.19
MHAa84a2.seq	WC1.5
MHAa84a3.seq	WC13.11
MHAa84b11.seq	WC14.34
MHAa84b2.seq	WC1.48
MHAa84b7.seq	WC14.30
MHAa84c2.seq	WC10.18
MHAa84c5.seq	WC13.11
MHAa84d1.seq	WC9.11
MHAa84d3.seq	WC5.7
MHAa84d5.seq	WC3.16
MHAa84d6.seq	WC5.18
MHAa84e1.seq	WC2.44
MHAa84e6.seq	WC7.20
MHAa84f0.seq	WC1.39
MHAa84f6.seq	WC11.12
MHAa84g1.seq	WC13.23
MHAa84g10.seq	WC2.28
MHAa84g2.seq	WC17.24
MHAa84g5.seq	WC6.32
MHAa84g6.seq	WC1.13
MHAa84g9.seq	WC13.22
MHAa84h3.seq	WC11.12
MHAa84h4.seq	WC3.36
MHAa84h6.seq	WC18.8
MHAa84h7.seq	WC6.35
MHAa85d6.seq	WC3.37
MHAa85d7.seq	WC8.19
MHAa85e2.seq	WCX.37
MHAa85f8.seq	WC11.31
MHAa85g5.seq	WC4.11
MHAa85g8.seq	WC12.26
MHAa85h2.seq	WC1.17
MHAa85h8.seq	WC3.6
MHAa87a1.seq	WC3.44
MHAa87a10.seq	WC12.5
MHAa87a12.seq	WC19.20
MHAa87a3.seq	WC6.39
MHAa87a4.seq	WC2.8
MHAa87a6.seq	WC1.14
MHAa87a9.seq	WC5.29
MHAa87b1.seq	WC17.10
MHAa87b2.seq	WC7.32
MHAa87b3.seq	WC1.69
MHAa87b4.seq	WC12.26
MHAa87c2.seq	WC1.19
MHAa87d12.seq	WC4.20
MHAa87d3.seq	WC2.20
MHAa87e1.seq	WC9.2
MHAa87e11.seq	WC5.1
MHAa87e4.seq	WC14.24
MHAa87e7.seq	WC10.8
MHAa87e9.seq	WC13.22
MHAa87f1.seq	WC5.7
MHAa87f11.seq	WC14.36
MHAa87f5.seq	WC15.24
MHAa87f6.seq	WC14.39
MHAa87f7.seq	WC5.18
MHAa87f8.seq	WC7.38
MHAa87h2.seq	WC5.13
MHAa87h6.seq	WC13.6
MHAa87h7.seq	WC4.31
MHAa88e6.seq	WC1.68
MHAa88e8.seq	WC17.24
MHAa88f8.seq	WC6.9
MHAa88g1.seq	WC13.22
MHAa88g11.seq	WC2.34
MHAa88g3.seq	WC11.32
MHAa88g6.seq	WC3.46
MHAa88h1.seq	WC1.7
MHAa88h11.seq	WC11.36
MHAa88h4.seq	WCX.25
MHAa8f10.seq	WC8.17
MHAa8g12.seq	WC4.33
MHAa8h1.seq	WC11.37
MHAa8h12.seq	WC12.6
MHAa97a1.seq	WC3.42
MHAa97a11.seq	WC10.38
MHAa97a7.seq	WC6.39
MHAa97a8.seq	WC7.41
MHAa97b11.seq	WC2.49
MHAa97b3.seq	WC1.38
MHAa97b9.seq	WC6.35
MHAa97c1.seq	WC9.20
MHAa97c11.seq	WC4.28
MHAa97c12.seq	WC8.14
MHAa97c4.seq	WC14.37
MHAa97d1.seq	WC16.3
MHAa97d5.seq	WC2.18
MHAa97d6.seq	WC2.43
MHAa97d7.seq	WC1.16
MHAa97d9.seq	WC17.20
MHAa97e12.seq	WC1.71
MHAa97e5.seq	WC4.19
MHAa97g2.seq	WC9.15
MHAa97g6.seq	WC8.30
MHAa97h11.seq	WC10.34
MHAa97h3.seq	WC6.46
MHAa97h7.seq	WCX.14
MPC1049	WC10.12
MPC1102	WC10.48
MPC1109	WCX.10
MPC1493	WC12.32
MPC193	WC12.1
MPC360	WC13.11
MT1034	WC4.17
MT170	WC3.47
MT2092	WC5.6
MT2114	WC12.19
MT2426	WC7.24
MT2731	WC9.2
MT445	WC6.45
MTH1019	WC1.8
MTH1416	WC16.13
MTH1788	WC7.14
MTH2266	WC4.11
MTH2281	WC1.24
MTH2381	WCX.11
MTH2449	WC11.34
MTH2462	WC11.31
MTH2511	WC16.31
MTH2892	WC16.15
MTH2903	WC7.26
MTH2977	WC9.41
MTH628	WCX.10
MTH864	WC9.21
MTH921	WC2.64
N28096	WC1.68
N28112	WC11.11
N28140	WC1.24
N28141	WC6.12
N28159	WC2.62
N28178	WC4.15
N28202	WC11.2
R74613	WC19.2
R74628	WC11.24
R74682	WC12.26
R74684	WC5.46
R74686	WC12.26
R74703	WC13.13
R74704	WC11.36
R74711	WC4.47
R74724	WC2.64
R74726	WC9.35
R74740	WC1.12
R74768	WC7.29
R74771	WC7.6
R74781	WC5.3
R74805	WC9.34
R74819	WC11.26
R74825	WC11.34
R74871	WC7.36
R74893	WC19.2
R74919	WC16.2
R74924	WC4.59
R74947	WC1.27
R74960	WC15.37
R74983	WC4.35
R75036	WC10.6
R75047	WC9.15
R75060	WC4.52
R75086	WC16.1
R75103	WC10.45
R75104	WC11.34
R75115	WC15.31
R75125	WC5.28
R75209	WC5.48
R75258	WC3.34
R75262	WC12.33
R75266	WC16.5
R75280	WC13.2
R75285	WC6.19
R75336	WCX.32
R75373	WC12.26
R75378	WC10.32
R75430	WC2.45
R75475	WC15.34
R75479	WC1.71
R75516	WC15.37
R75548	WC2.69
R75552	WC11.34
R75555	WC1.68
R75557	WC11.30
R75563	WCX.21
Results_Cp_8_25_95_03.seq	WCX.15
Results_ER_8_28_95_1__38.seq	WC13.32
Results_ER_8_28_95_1__39.seq	WC17.14
Results_ER_8_28_95_1__7.seq	WC4.48
Results_ER_8_28_95_1__8.seq	WC9.1
Results_ER_8_28_95_1___169.seq	WC7.29
Results_ER_8_28_95_1___172.seq	WC6.25
Results_ER_8_28_95_1___173.seq	WC4.35
Results_ER_8_28_95_1___175.seq	WC6.25
